Passage_ID,passage,original_id
917330_29_116,"That was about when I got down to the basement. And that means that we know what her aborted
conversation with Henrik was to have been about.”
Blomkvist frowned. “Not really. Think of the chronology. We don’t know when Gottfried first raped his son, but he took

Martin with him when he murdered Lea Persson in Uddevalla in 1962. He drowned in 1965. Before that, he and Martin
tried to talk to Harriet. Where does that lead us?”
“Martin wasn’t the only one that Gottfried assaulted. He also assaulted Harriet.”
“Gottfried was the teacher. Martin was the pupil.",The_Girl_With_The_Dragon_Tattoo_29_116
630140_26_6,"The thorns ripped at his clothes and sometimes at his bare
flesh, but he barely noticed. Bees hummed drowsily around him. He never
saw the old and rotted well-cover half buried in tall grass and blackberry
creepers. It gave under his weight with a grinding, splintering crash, and
Sam plunged twenty feet down the rock-lined shaft to the dry bottom,
where he broke both legs. He died twenty hours later, as much from fear
and misery as from shock and hunger and dehydration. Irma Fayette lived in Lodi, California. She was a lady of twenty-six, a
virgin, morbidly afraid of rape. Her life had been one long nightmare since
June twenty-third, when looting had broken out in town and there had been
no police to stop the looters. Irma had a small house on a side-street; her
mother had lived there with her until she had died of a stroke in 1985. When the looting began, and the gunshots, and the horrifying sound of
drunken men roaring up and down the streets of the main business section
on motorcycles, Irma had locked all the doors and then had hidden in the
spare room downstairs.",The_Stand_26_6
565747_22_2,"Brock
said he’d failed to tell the detective so many crucial details upon his initial
arrest because . . . my mind was going a million miles an hour, and it was
impossible for me to think clearly about what happened. Meanwhile victims
are always expected to think clearly, we don’t get to use fear as an excuse. Senseless violence continues to play out, while you ask for more and more
evidence, telling us it’s not enough, try again. Even when sexual assault claims are brought to police, only a small
percentage will be taken up by prosecutors. This is not because prosecutors
do not believe the victims, it is because they know the burden of proof is
extremely high, as one must prove the assault occurred beyond a reasonable
doubt. Prosecutors will not put you through the entire process if evidence is
scant and chances are low to begin with, which means even if the victim
wants to move forward, it is not always up to her. That leaves filing a lawsuit in civil court, which requires a lower
standard of proof, preponderance of evidence.",Know_My_Name_22_2
415742_8_7,"you can’t stay here for ever,
you’ve got to move on up
she swipes her card on the turnstile, enters the inner sanctum

glides into the sleek lift when its glass doors slide silently apart, behind
Brian, her boss
who took her out for a drink a year after she’d joined the firm
she spent hours trapped in a brick alcove with him in a basement wine
bar, listening to him going on about how he’s never got over the fact that
while his father, grandfather and great-grandfather were fishmongers at
Billingsgate who came home stinking of rancid fish, he himself had walked
into a job as a trader at the Stock Exchange straight out of a crap secondary
modern school (in the days when you could), with no qualifications other
than a savant ability with numbers and the gift of the gab
and worked his way up
he was committed to opening doors for others such as herself, he said,
because the idea of the meritocratic culture of banking was a myth, and
you’re never going to be invited to join any gentlemen’s clubs or golfing
clubs and get fast tracked that way
even though her line manager had told him she was greatly admired for
her research skills, scarily analytical thinking, concise yet comprehensive
reports, confident presentation skills, unfailing adherence to deadlines,
ability to grasp financial data at a speed not known to normal humans, as
well as fascistic attention to detail – rumour has it that a stray or absent
comma has yet to be detected
so he was going to make sure the firm promoted her to Associate sooner
than most
because she deserved it
so what if she was only interested in spreadsheets and not spreading her
legs, although those days have long passed as a way for a woman to get on,
quite right too, he said, plunging into tales of the heady hedonism of his
stock trading career in the eighties, when boozy lunches ran into ‘gin & tea
time’ and from thereon spilled tipsily into the ‘cocktail hour’ before a pack
of them trawled West End bars eventually ending up at strip joints
he’d been tamed by middle age, he said
she saw no signs of it as he became progressively inebriated, leery and
confessional about his increasingly plasticized wife, who was at risk of
becoming more man-made than organic
who put up with his affairs in order to hold on to the lifestyle he offered
her, recently buying a fish tank for their conservatory filled with the rarest,
ugliest, most expensive fish in the world

what else was she going to spend his money on when she had
everything? and until recently he’s had an indecently juvenile mistress from
Lithuania ensconced in his pied à terre in the Barbican, who’d since
graduated with a degree in computer science
freeing up space for a third woman in his life, if you’re ever tempted, I
mean that body with those brains, he has fantasies, he said, before rushing
off to the loo to throw up before he had a chance to divulge them
Carole and Brian greet and exchange pleasantries as they stand opposite
each other in the see-through lift that shoots six people at a time in six
seconds up to the top floor offices
whereupon Brian turns towards his suite to sit facing a glass wall that
overlooks the spires of the City’s gothic churches and the baroque guild
halls of the livery companies, including his own
The Worshipful Company of International Bankers
he still wants her, she can tell, the filthy old lech, how dare he talk to her
like that, she still got promoted to Associate prematurely, she almost
respects him for that, and she recently became a Vice President, one of
several hundred in this bank, as opposed to the thousands in others
her mother tells everyone about her daughter the Vice President
as if she’s VP of the United States of America
Carole stops a while and looks out of the glass wall on to the undulating
wave of the Millennium Bridge
elegantly slim-line and initially so unstable it closed for two years
shortly after opening because no one suspected that so many people
crossing it at the same time would begin to walk in lockstep
and the effect, like armies of marching soldiers stamping the ground in
sync, created vibrations that caused the bridge to sway
it’s how she sees herself, walking in silent lockstep with the people who
are going places
she watches the stream of people crossing the bridge this morning, most
of whom are more engaged with their phones, taking selfies, tourist pics,
posting, texting, than actually taking in the views either side of the bridge
people have to share everything they do these days, from meals, to
nights out, to selfies of themselves half naked in a mirror
the borders between public and private are dissolving

Carole finds it fascinating and appalling, she’s read that one day humans
will have a network of nano-electronics integrated into their neural
pathways, implanted at the cellular level a month after conception, selfgrowing, self-repairing
we’ll all be cyborgs, she thinks, primed to behave in socially acceptable
ways, instead of primal beings who cannot be so easily controlled
perhaps it will stop vile men raping drunken little girls
(and getting away with it)
perhaps it will stop little girls feeling it’s their fault
(and never telling a soul)
far off in the distance, Carole sees a plane begin its descent into City
Airport, probably passing over her childhood estate in Peckham
she wonders what happened to LaTisha, last seen by Carole sticking two
fingers up at the school as she exited the doors of the former workhouse at
sixteen, they’d been such great friends once – I swear, on my life, this ain’t
no joke
LaTisha’s probably a babymother now, or a gang leader, or banged up,
or all three
all of Carole’s closest circle of friends are from university, most are high
flyers
Marcus, now a great friend after their relationship ended when he
returned to Kenya after university, works in wildlife conservation, has a
Kenyan wife and mixed-race children, Carole is godmother to their eldest
Rosie is a barrister for Slaughter & May, a Magic Circle law firm; Toby
is a management consultant with KPMG, a Big Four auditor; Patricia is
completing a PhD in Theoretical Physics; Melanie is an executive at Google
UK; and Priya is in training to become a GP
only two of them are straggling behind, Lucy, who doesn’t know what
she wants in the long term so takes short-term temping contracts, saves,
goes off backpacking like a teenager, returns to England full of stories but
her career hasn’t moved on
poor Gerry became a learning mentor in a Middlesbrough school to
research the great novel he was going to write about northern working-class
boys
seven years later, he’s still there and the novel hasn’t been written
they catch up when they can, individually, as a group, at dinner parties,
the occasional wedding, or they decamp for the weekend to Rosie’s parents’

manor where she has the run of the place now since the parents retired to
their second home in Barbados
Carole, who took up horse riding there while still a student, considers
herself an equestrian these days
she also counts clay-pigeon shooting as a hobby
she looks over at the Tate on the opposite side of the river, where she
occasionally wanders the galleries to clear her head during lunchtime (when
she takes one), to marvel at the ability of artists to make such mind-blowing
creations out of their imagination
imagination
what was that? does she even have one? she allows her gaze to travel south along the river path that leads
towards the National Theatre, opening an all-female production this very
night about black lesbian warriors, according to Freddy, who was probably
exaggerating for comic effect
he has tickets, insists she attend, is going to drop by to drag her away to
see hot lesbian action on stage and hopefully be turned on enough to
entertain the idea of the mythical threesome: two women, one man, you
know you want to, Honeycakes
no I flipping well don’t, she replies, laughing
he never fails to amuse her, never fails to be there for her when she
wants him, to love her as she wants to be loved
to leave her alone when she needs solitude
Carole has only had two boyfriends, Marcus and Freddy, it’s not that
she consciously rejected black men, it was the other way round, they were
in short supply at university and those that made it there didn’t generally go
for the few dark-skinned black women around
nor in the City brasseries she frequented when single and on the lookout
not that she’s blaming them, it’s what they have to do to get on, to
reduce the threat they’re supposed to be to society
one thing she’s learnt is that falling hopelessly, helplessly in love is
actually a highly selective process
she was never going to marry a street cleaner, was she? she met Freddy at a party a couple of years into her job when she was
living back home with her mother to save money

she was flattered that this handsome, preppy and genuinely plummy
man was interested in her when the room was full of stunning debutante
types eyeing him up
she said yes to the Curzon Soho cinema date to see a Venezuelan film
on a Sunday afternoon
yes to the leisurely walk through the backstreets of the West End to
Hyde Park
yes to dinner in a Lebanese restaurant on Edgware Road and thereafter
late-night drinks at his father’s club in Pall Mall
yes to his knockout humour and genuine interest in her life and opinions
yes to his intelligence, conversational skills and easy-going personality
yes to his romantic hand-holding and all-round good manners
yes to his obvious infatuation with her
he told her he was raised in a villa in Richmond with a lawn that swept
down to the Thames with its own jetty where a motorboat was moored for
excursions
he was enthralled by her own childhood on a Peckham housing estate,
impressed that she’d made it against so many obstacles
he said he had merely stepped rather casually into the grooves of a preordained track laid down by his family, beginning with an eccentric
boarding school in Wiltshire attended by almost every male in his family
since 1880, a school that taught Latin and Ancient Greek for twenty-one out
of the thirty-one classes a week when his father was there
thankfully cut back to only seven classes in Freddy’s time
after a whirlwind world tour during his gap year, he flew to a private
New England liberal arts college, most generously endowed by his alumnus
father the year his Straight C son applied
the son who graduated four years later with an embarrassingly low
Grade Point Average on account of being side-tracked by about thirty other
teenage boys left to their own devices for the first time in a frat house where
he partied most nights and ingested various mind-altering substances which
often left him out of it for days
barely able to speak, let alone write
not that it mattered
in his final semester he was offered a well-remunerated starter position
in the City as a result of his mother calling in a favour from a school friend
who’d been one of her bridesmaids

she said Freddy could start the day he landed back in Old England from
New England
no interview necessary, he’ll just need to do a bit of boring old formfilling, darling
ever since, he’s found the corporate lifestyle so stultifying and souldestroying, he dreams of living in a wigwam in a field and growing his own
food
Carole moved directly from her mother’s flat where she stayed rent free
for a couple of years after graduation to save for a mortgage
into Freddy’s house in Fulham where the relationship moved into the
engagement phase
I’ll be the househusband in the relationship, he promised, hang prettily
off your arm when required, mow the lawn, make jam, supervise the
housekeeper and raise our lovely tawny offspring
she loved that he was prepared to be subservient to her ambition
she knew she’d go further faster with him at her side
he said his parents wanted him to marry someone whose lineage, like
theirs, could be traced back to William the Conqueror
you should have seen their faces when I told them. Bummi
1
Bummi
did not foresee the long-term negative impact of her daughter going to
the famous university for rich people
especially when she returned home after her first term wailing that she
could not go back because she did not belong there
whereupon Bummi applied a tissue or two to her daughter’s eyes and
cheeks and asked her outright and forthrightly, Carole, have I raised a
fighter or a quitter? you must return to the university and get your degree by
hook or by crook or I cannot vouch for the consequences of my actions
Bummi did not subsequently expect Carole to return home after her
second term speaking out of her nose like there was a sneeze trapped up it
instead of using the powerful vibrations of her Nigerian vocal power, all the
while looking haughtily around their cosy little flat as if it was now a fleapit
did she think her mama did not notice the external manifestation of her
internal mind? eh! eh!, you do not raise a child without becoming an expert
in the non-verbal signals they think you are too stupid to see
that first summer holiday Carole worked in Marks & Spencer in
Lewisham, not to start paying off her student debt like a responsible adult,

but to buy clothes from those expensive fashion shops called Oasis and
Zara, instead of getting bargains at New Look and Peacock
in her second year she barely came home at all and by her final year she
was spending weekends and holidays at her friend Rosie’s family manor in
the countryside, which had more rooms than a housing estate, she said, it’s
simply divine, Mother, simply divine
(Mother – was she being ironical?)
when Bummi watched her daughter collect her degree at graduation,
tears streamed down her face so heavily it was like rain lashing a car
window

without the windscreen wipers
she wished Augustine was there to witness their little girl making it, she
also wished Carole had come home to continue celebrations with the pot of
bush stew Bummi had cooked specially, hoping that now her daughter had
graduated, she would return to her real culture and even eat with her hands
again instead of side-glancing her mama for doing so, as if she was a savage
from the jungle
before she got on the train back to London, Bummi impressed upon
Carole for the umpteenth time that now she had to acquire a high-flying job
and then a respectable Nigerian husband in order to give her grandchildren
Carole had introduced no boyfriends to her mother thus far, which
meant they were of little importance to her daughter
nearly a week later, Carole returned to the flat red-eyed and ‘exhausted’
because she had been out ‘partying’, Mother
what is this partying? Bummi asked, you are too old for such things, are
you sleeping around?",Girl_Woman_Other_8_7
917330_19_23,"“This video shows you raping a mentally handicapped twenty-four-year-old girl
for whom you were appointed guardian. And you have no idea how mentally handicapped I can be if push comes to
shove. Anyone who sees this video will discover that you’re not merely a pervert but an insane sadist. This is the
second and I hope the last time I’ll ever have to watch this video. It’s quite instructive, don’t you think? My guess is that
you’re the one who’s going to be institutionalised, not me. Are you following me so far?”
She waited. He did not react, but she could see him quivering. She grabbed the whip and flicked it right over his
genitals. “Are you following me?” she said more loudly.",The_Girl_With_The_Dragon_Tattoo_19_23
565747_1_27,"Was it dawn
already? We entered a one-story building, empty. They guided me into an
office. I sat in my pile of blankets on a couch, noticed the spines of binders
on a shelf labeled SART. In black Sharpie, below it, Sexual Assault
Response Team. So this was who they were. I was nothing more than an observer, two
eyes planted inside a beige cadaver with a nest of ratty brown hair. That
morning, I would watch silver needles puncture my skin, bloody Q-tips
emerge from between my legs, yet nothing would elicit a flinch or wince or
intake of breath. My senses had shut off, my body a nerveless mannequin. All I understood was the ladies in the white coats were the ones to be
trusted, so I obeyed every command, smiled when they smiled at me.",Know_My_Name_1_27
565747_6_69,"Would he know I was the one who requested it? Can’t you do these
things without asking me? I never responded. When a friend came over, I
quickly slipped the letter off my desk. My way of dealing with it was to not
deal with it, to throw away the incoming letters, to refuse to research what
this process might look like. My rape kit still hadn’t been tested in the crime lab. They told me it
would be expedited due to media pressure, but months later I was still
waiting. I figured it had something to do with results showing up slowly,
some DNA sciencey who knows what. But I was told it was because of the
backlog of kits. There were hundreds in line before me, some kits kept so
long they grew mold, some thrown out, the lucky ones refrigerated.",Know_My_Name_6_69
223085_21_67,"Then she drew
breath, rallying her strength. ‘They must not rape you. If they do … and
Cosgo does not challenge them … they will lose all respect … for all of us. ‘Don’t tell Cosgo. He would use it … to make you obey. To threaten you.’
She sucked in a painful breath. ‘Or give you to them … to buy favour. Like
Serilla.’ She took breath again. ‘We must protect you … to protect all of us.’
Kekki groped weakly around herself, then picked up one of the rags Malta
used to dab blood away from her mouth. ‘Here.",Liveship_Ship_of_Destiny_21_67
415742_3_1,"her room is the largest in her block on account of the ‘extreme
claustrophobia and social anxiety’ stunt she pulled to get it
it overlooks the canal that runs along the border of the campus through
to the wetlands beyond with its otters (or is it badgers?) and herons (or is it
geese?) and other birdy, animalistic things she doesn’t recognize and can’t
be bothered to look up
she’d rather fill her head with stuff that will help her get on in life and
naming the wildlife of eastern England don’t come into it
the other side of her room overlooks the pathways that zig-zag through
the campus, from which a stream of caners stagger past her window to their
rooms most nights, usually drunk and selfishly loud, having been drinking
in town or in the Student Union bar
she’s only been in it once as it was crammed with the drunken dregs of
humanity, i.e. the type of boys who get progressively malodorous as the
term progresses because their mother isn’t dunking them screaming into a
bath every night
the kind of boys who wear increasingly injured expressions because
they don’t understand why no one will sit next to them in lectures and no
one wants to tell them, yo, you stink, bro
Yazz thought she’d find romance at uni, a nice guy on her level who
doesn’t look like the back of a bus and is taller than her (prerequisite)
someone to snuggle up to on Saturday evenings and to laze away
Sunday mornings in bed listening to music while she catches up with the
New Yorker, Observer, gal-dem, The Root, Atlantic and thegrio
because one day she will write for them

sadly, Mum has more pulling power than her and is actually considered
hot in the lesbian world
her girlfriends du jour, as Dad puts it (hey, why speak English when you
can speak French?), are two white women, Dolores and Jackie, although
Mum has been with every ethnicity known to humankind (it’s called
multiracial whoredom)
they’re all very cosy together which is quite heart-warming seeing as
Mum’s women have gone to war over her
it’s strange, and suspicious, because with Dolores and Jackie there are
no screaming matches, no ranting answerphone messages, no one trying to
kick in the front door in the middle of the night, and no one skulking in a
corner looking daggers at her rival at Mum’s parties
it’s like they actually like each other, Yazz suspects they have gruesome
threesomes, and can’t bring herself to ask
besides, she’s lost count of the women who’ve come and gone to the
point that the new ones barely register on her Richter scale of annoyance
there’ll inevitably be a new face around the breakfast table trying to
befriend the daughter of their new lover, running around making her toast,
omelette with cheese and tomatoes, pouring her juice, washing up the
dishes after her
the daughter who’ll drop numerous unsubtle hints when her
birthday/Christmas/Easter are approaching
(and why isn’t the marmalade on the table?)
when Yazz talks about her unusual upbringing to people, the unworldly
ones expect her to be emotionally damaged from it, like how can you not be
when your mum’s a polyamorous lesbian and your father’s a gay narcissist
(as she describes him), and you were shunted between both their homes and
dumped with various godparents while your parents pursued their careers? this annoys Yazz who can’t stand people saying anything negative about
her parents
that’s her prerogative
anyway, she’s resigned herself to hanging out with the squad at uni
rather than going out manhunting
it’s unfortunate that she’s coming of age as one of the Swipe-Like-ChatInvite-Fuck Generation where men expect you to give it up on the first (and
only) date, have no pubic hair at all, and do the disgusting things they’ve
seen women do in porn movies on the internet

which she suspects the boys in her halls watch all day and all night,
boys who are rarely seen outside their rooms (lectures? what lectures?)
she’s only been on one date at uni, which involved sitting at a bar with a
male specimen she’d thought was an interesting person, who was obviously
swiping his phone to see if someone more fanciable was in the vicinity
before making his pathetic excuses about having to do revision
she left shortly after he did, saw him chatting up a woman in a bar a few
doors down when she passed on her way home
Yazz reckons that by the time guys her age want to settle down, her
ovaries will be busted and they’ll be on to women half their age who can
still drop babies at the drop of a hat

so
even though she’s considered reasonably attractive (as in not 100%
ugly), with her own unique style (part 90s Goth, part post-hip hop, part
slutty ho, part alien), she’s having to compete with images of girls on
fucksites with collagen pouts and their bloated silicone tits out
Yazz has considered dating older guys in their thirties (who are always
up for banging teenagers), until she visualizes the nose hair, wrinkly cock
and pot belly scenario
so until such time as someone suitable comes along (if he ever will)
who can offer proper commitment with a view to a monogamous
relationship in the long term (her mother she is not), she’s got herself a
booty call in Steve, an American who’s studying for a PhD on ‘the
interrelationship and aesthetics of hip hop and racial politics in the eighties’
unfortunately, he’s also got a girlfriend in Chicago, which provokes
something of a moral conundrum when they’re in bed together, and she
calls and he lies about what he’s doing
Yazz sometimes has sleepless nights worrying she’ll be alone for the
whole of her life
if she can’t get a proper boyfriend at nineteen what hope is there for
when she’s older? a couple of Mum’s female friends have been single for decades, not the
lesbians who have little problem getting off with each other, but the straight
ones who’ve got good jobs and houses and no partner to share it with, who
say they’re not prepared to settle at this stage in their lives
Mum accuses them of ‘Looking for Obama Syndrome’

behind their backs
Nenet, the third member of the squad, is engaged to Kadim who’s
studying in America, her parents chose him for her
she resisted at first until they threatened to cast her out, and the thought
of having to actually find a job after uni and earn her own money, like the
rest of them, brought her round
luckily, she hit it off with him once she actually met and got to know
him, and is often off for long weekends (like Wednesday to Monday) in
Connecticut where he’s studying
even so she gets As for her coursework, she’s that clever
she’s also super-confident and the last person anyone should mess with
when a boy on campus starting sending her explicit texts, she reported
him to the university and he narrowly avoided being thrown out
when a classmate was raped and broke down in front of her, Nenet paid
for a lawyer who got the rapist imprisoned for six years
after which, they all agree, he’ll be back on the streets raping more
women
Waris is dating Einar, a Somali-Norwegian boy she’s been with since
they sat in History together at school
they’re both big anime fans and go to London Comic Con every year
Waris draws cartoons as a hobby and is developing a female Somali
superhero
who hunts down men who hurt women
and castrates them, slowly

without anaesthetics
while they lounge around, Yazz makes everyone hot chocolate from
sachets and offers the shortbread biscuits Mum makes for her as she’s
weirdly taken up baking since Yazz went to uni, almost like she realizes
she’s not been the perfect picket-fence mum and is making amends
three-quarters of the squad don’t drink much, if at all
Yazz’s mind is her most valuable asset and she’s not going to mess with
it
Waris says yes to the hijab and sex outside marriage, no to booze and
pork
Nenet says she expects to start drinking after a few years of marriage to
Kadim when he takes on his first official mistress, which is what happened
with her own mother, who starts the day with a G&T and ends it with a
liqueur, having consumed a bottle of wine or three in between
Courtney’s the only one whose social interactions are accompanied by
red wine
Yazz was drawn to Waris on the second day of Fresher Week at the
welcome party in the sports hall where they both skulked on the periphery;
Yazz gravitated towards Waris’s resting bitch face, as she later told her,
which Waris took in good humour, asking Yazz if she’d looked in the mirror
recently
they agreed that their peers were really immature, while sipping iced tea
in a corner of a Starbucks on campus far away from the bedlam of the other
freshers running around with their foam parties, disco paintballing, treasure
hunts and group pub crawls that were bound to end up with A&E
emergencies, Yazz predicted
whose idea was it? she wrote on the official Fresher Week feedback
form
to introduce these poor young things to alcohol poisoning the first week
they’re away from home? why don’t you also book them into rehab now instead of waiting for the
first signs of liver damage to show in their second year? Waris
matches her headscarves with the colour of her flowing clothes
she has green days, brown days, blue days, floral days, fluorescent days
– never black days (she’s not a traditionalist)
she often sticks her phone just inside her hijab to carry out hands-free
conversations, which Yazz tells her is an excellent blend of religiosity and
practicality
to which Waris replies that she wears a hijab to make a statement about
her Muslim identity, and while there are those who make out it’s a proper
religious thing, there’s nothing about women covering up in the Koran, you
know? Waris doesn’t ever leave her room without applying a smooth paste of
foundation on to her already perfect complexion
whole tubes of mascara to thicken already forested eyelashes
and her eyebrows are painted into a high arch that practically stretches
all the way to her ears
Waris says she’s ugly without her ‘face on’, even though Yazz reassures
her that Somali women are the most beautiful in the world, and that
includes you too, Waris
Waris says she’s fat, even though she’s perfectly normal-sized, pinching
her thighs so hard they go mottled then showing Yazz her ‘cellulite’, which
is non-existent, Waris, it’s just flesh being squeezed so tightly it nearly pops
she sometimes wears sunglasses when there’s no sun – at night and
inside buildings
she even tried it on in class, looking fierce and super-cool until one
brave lecturer, Dr Sandra Reynolds (call me Sandy, guys and gals), showed
she wasn’t the pushover they thought she was when she ordered Waris to
take them off unless she had a medical condition and certificate to prove it

or to leave her class
it’s to make myself look fearless, Waris explained to Yazz after they’d
treated themselves to a pizza one Saturday lunchtime and were making their
way back to campus on the slippery and rainy cobbled streets of the
university town where they stood out
or maybe it’s to hide your fear, Yazz suggested, you’re actually feeling
fear-ful, the words are separated by a few letters, fear-ful or fear-less,
similar but diametrically different, see? Yazz felt a surge of preternatural wisdom beyond her years
it was one of those moments
Waris looked pensive as they walked on in silence, and then replied,
equally sagaciously, perhaps it’s both
in that moment Yazz understood why they got on so well, they were on
the same intellectual wavelength
life was different before 9/11, Waris said, as they left the town behind
and walked along a busy main road passing big old houses made of thick
slabs of grey stone; she was too young to remember the ‘before era’, when
her mother said people looked at hijabbed women with surprise, curiosity or
pity
then there was the ‘after era’, when her mother said they began to be
viewed with a blatant hostility that gets worse every time a jihadist blows
white people up, or mows them down in a truck
at times like these Waris braces herself to get even more shoved, spat at
and called names such as dirty Arab when I’m not even Arab, Yazz
Waris said it’s crazy that people are so stupid to think over one and a
half billion Muslims all think and act the same way, a Muslim man carries
out a mass shooting or blows people up and he’s called a terrorist, a white
man does the exact same thing and he’s called a madman
both sets are mad, Yazz
I know, Waris, I know
Yazz sees the dirty looks Waris gets when they’re walking through town
she gives dirty looks back on her friend’s behalf
Waris said her grandmother rarely left their council flat in
Wolverhampton any more, it was too hard for her to walk the street and get
such hostility, and she’s never stopped mourning everything she’s lost
she lived a well-off lifestyle in Mogadishu until 1991, in a family where
all the adult men worked in the family dental practice, until they were killed

and she fled here with her daughters
these days her grandmother pops prescription pills
she sits in the living room disappearing into herself
until one day she’ll be lost to them for ever
Xaanan, her mother, is completely different, though, she drummed it
into us kids that we could either decide to be crushed by the weight of
history, and modern-day atrocities, or we could go into warrior pose
Dad works in a factory, Mum has two jobs, the first is working in a
refuge for Muslim women and the second is teaching self-defence to
women who cover up, so they can learn how to protect themselves from the
‘hijab grab’ and related assaults
she teaches a mixture of Krav Maga, Jiu Jitsu, Aikido and Pencak Silat
at the local community centre, Waris said proudly; Waris herself learned
mixed martial arts alongside her mother
Yazz and Waris arrive back at the campus and walk down the lane, rain
abating, skies clearing, rainbow appearing
they pass the gym with students in sporty gear entering and leaving
they pass the laundry, students in a zombie daze watching the machines
rotate or playing with their phones
they pass the arts centre with a gallery and a café inside it selling
unaffordable coffee and unaffordable cakes for the posh people who come
on to campus to use it
they walk past the blocks of the accommodation quarter with music and
weed drifting out, until they get to theirs
they go inside the building and climb the stairs as Waris continues
talking, says she’s learned to give as good as she gets if anyone says any of
the following
that terrorism is synonymous with Islam
that she’s oppressed and they feel her pain
if anyone asks her if she’s related to Osama bin Laden
if anyone tells her she’s responsible for them being unemployed
if anyone tells her she’s a cockroach immigrant
if anyone tells her to go back to her jihadist boyfriend
if anyone asks her if she knows any suicide bombers
if anyone tells her she doesn’t belong here and when are you leaving? if anyone asks if she’s going to have an arranged marriage
if anyone asks her why she dresses like a nun

if anyone speaks slowly to her like she can’t speak English
if anyone tells her that her English is really good
if anyone asks her if she’s had FGM, you poor thing
if anyone says they’re going to kill her and her family
you’ve really suffered, Yazz says, I feel sorry for you, not in a
patronizing way, it’s empathy, actually
I haven’t suffered, not really, my mother and grandmother suffered
because they lost their loved ones and their homeland, whereas my
suffering is mainly in my head
it’s not in your head when people deliberately barge into you
it is compared to half a million people who died in the Somali civil war,
I was born here and I’m going to succeed in this country, I can’t afford not
to work my butt off, I know it’s going to be tough when I go on the job
market but you know what, Yazz?",Girl_Woman_Other_3_1
565747_23_38,"They
wouldn’t say it, would never say, We were supposed to protect you, and we
failed. We should have followed up, and we did not. We should have come to
you sooner, we will next time. I attended the art therapy program for survivors of sexual assault and
relationship violence on campus. One evening I drove the hour from San
Francisco to a small room tucked behind a dining hall. The workshop was
led by two women; one who was a confidential support person and one who
was not. When I told them I’d be coming, I was paranoid they’d mark that I
was there, a note passed on to Appleseed, so if I ever said Stanford should
have done more they’d say, We have a note here that Chanel benefited
greatly from the pipe cleaners and markers. I told myself I would simply
observe. A metal pitcher of water and gummies sat in the corner. It was pouring
rain.",Know_My_Name_23_38
339707_4_2,"Bazil. I know. But I cannot refer to it. There was silence. At last my father said, the attack. The rape. I must be
going crazy, too, Edward. I keep losing track of Joe. He’ll be all right. She’ll come out of it, said Edward.",The_Round_House_4_2
630140_8_39,"And one of
their number, a man who could now dial directly to the miserable worm
who had been masquerading as a Chief Executive since January 20, 1989,
had laid his cards carefully down on the green felt table and he had said:
Gentlemen, a regrettable incident has occurred. And when a regrettable
incident occurs which involves any branch of the United States Military, we
don’t question the roots of that incident but rather how the branches may
best be pruned. The service is mother and father to us. And if you find your
mother raped or your father beaten and robbed, before you call the police

or begin an investigation, you cover their nakedness. Because you love
them. Starkey had never heard anyone talk so well before or since. Now he unlocked the bottom drawer of his desk and fumbled out a thin
blue folder bound with red tape. The legend written on the cover read: IF
TAPE IS BROKEN NOTIFY ALL SECURITY DIVISIONS AT ONCE. Starkey broke the
tape. “Are you there, Blue Base One?” the voice was asking.",The_Stand_8_39
340849_4_109,"The judge refused to set bail, which was irrelevant anyway, because there
would have been no one to pay it. And David became the attorney of record. And for the next several days, David did everything he could to try to
convince her to tell the police that her father had raped her, had been for years. But she just wouldn't. And after two incredibly frustrating weeks, he threatened
to throw in the towel. Molly was still visiting her frequently, on her own time
now. Her report for the court had already been completed. She had judged Grace to be sane, and fully competent to stand trial, in her
opinion. David took her through the preliminary hearing, and he had his one lone
investigator talking to everyone in town, hoping that someone, anyone, had
suspected what John Adams was doing to his daughter. People's reactions ranged
from mild surprise to total outrage at the suggestion, and absolutely no one
thought him capable of it, and they said so.",malice_4_109
876008_18_38,"For the last few weeks,
she’d done her best to keep her head up—ignore the article, she told herself. Carry on. That was the coping strategy that had carried her through suicide,
sexual assault, lies, thievery, and catastrophic loss; it would again. Except it
hadn’t. This time, no matter how high she lifted her head, Life’s
misrepresentation of who she was beat her back down again. The damage
felt permanent, like a brand. She would never outrun it. Harriet read aloud from the letters. “If it weren’t for Elizabeth Zott—”
“Harriet, I said I’m not interested,” she snapped. What was the point?",Lessons_in_Chemistry_18_38
565747_4_35,"I had nowhere to put them. They cluttered the
stairwells, could not be contained in cabinets. I was full of these sealed jars,
no room to sit or walk or breathe. Ten days of emptiness passed. I woke up to a text. My sister had sent me
a screenshot of the Stanford Daily Police Blotter. One bullet point read: A
victim’s reportedly U-locked bike was stolen from in front of Roble Hall
sometime between 3 p.m. on Friday and 10 a.m. on Sunday. Another read:
Sunday, Jan. 18. An individual was arrested and transported to the San
Jose Main Jail for attempted rape at 1 a.m. near Lomita Court.",Know_My_Name_4_35
